longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_house_value
-117.76,33.71,14,4321,582,355100
-117.75,33.71,15,2849,537,158300
-117.76,33.7,12,4025,574,344900
-117.77,33.71,15,2102,295,337100
-117.77,33.7,3,3636,749,207500
-117.77,33.7,4,2446,622,137500
-117.69,33.65,16,5805,852,274600
-117.71,33.65,16,3774,456,307400
-117.7,33.65,16,3388,492,355600
-117.71,33.64,14,2945,356,308900
-117.71,33.63,16,1565,274,220600
-117.71,33.63,16,2497,500,241800
-117.71,33.63,16,1641,354,219700
-117.7,33.63,16,4428,745,286800
-117.72,33.64,16,1230,242,67500
-117.7,33.62,19,2957,492,225600
-117.7,33.63,23,3038,473,241700
-117.71,33.62,22,2520,387,242800
-117.76,33.72,11,4508,618,386100
-117.76,33.72,14,3011,388,368700
-117.75,33.72,10,2464,347,362500
-117.76,33.72,15,941,266,148400
-117.76,33.71,15,1010,350,108300
-117.74,33.73,18,328,68,87500
-117.69,33.66,11,2630,327,350500
-117.69,33.66,5,4246,689,225700
-117.67,33.67,5,10534,2035,309200
-117.67,33.66,4,10175,2181,237400
-117.68,33.65,6,10395,1915,239900
-117.64,33.68,4,5687,970,243400
-117.7,33.72,6,211,51,500001
-117.69,33.65,15,5394,748,302000
-117.7,33.64,15,5743,773,326600
-117.69,33.63,23,1444,260,273800
-117.69,33.64,18,3783,654,215800
-117.69,33.64,16,2592,372,262000
-117.82,33.71,9,5206,992,162500
-117.82,33.72,24,3260,458,272800
-117.81,33.73,17,1063,189,261300
-117.8,33.72,16,2617,506,201400
-117.81,33.71,16,2666,387,302400
-117.82,33.72,24,3477,462,276500
-117.77,33.7,15,1392,267,187200
-117.77,33.69,14,1413,372,184100
-117.77,33.69,15,500,113,154000
-117.77,33.69,16,1666,341,55000
-117.78,33.69,16,4702,806,238900
-117.78,33.68,19,2500,331,315600
-117.78,33.69,16,3400,501,295500
-117.8,33.69,16,2745,447,325500
-117.79,33.69,16,1532,240,313900
-117.79,33.68,16,1998,308,326100
-117.8,33.68,14,2635,516,306700
-117.8,33.69,14,1800,362,251000
-117.8,33.69,15,2099,322,328000
-117.8,33.68,5,623,146,225000
-117.8,33.68,8,2032,349,274100
-117.81,33.67,8,2098,342,342900
-117.81,33.67,8,2440,502,242500
-117.81,33.67,9,1567,299,199600
-117.81,33.67,9,2435,396,275000
-117.81,33.67,9,3279,530,296600
-117.81,33.68,8,1964,413,192200
-117.78,33.68,15,1834,330,234300
-117.78,33.68,14,1750,336,236800
-117.79,33.68,13,2636,416,311500
-117.78,33.68,11,1994,477,235600
-117.79,33.68,9,1633,295,265900
-117.79,33.68,10,2106,319,375300
-117.8,33.67,5,2638,521,240000
-117.8,33.67,5,2487,388,302500
-117.8,33.67,4,3345,552,329100
-117.81,33.69,5,1256,256,450000
-117.81,33.68,4,1545,304,500001
-117.82,33.68,4,1346,213,360600
-117.82,33.68,3,3068,494,333600
-117.82,33.67,17,2895,439,290700
-117.83,33.68,4,3226,838,184500
-117.82,33.68,3,7105,1459,358000
-117.77,33.67,12,4329,1068,160200
-117.77,33.72,10,2815,431,278700
-117.77,33.72,9,2153,316,304700
-117.77,33.71,13,1939,247,379800
-117.77,33.71,5,4050,584,375700
-117.77,33.71,4,1646,321,227800
-117.78,33.71,16,2207,291,331200
-117.78,33.71,4,974,232,195400
-117.79,33.73,3,8240,1410,291300
-117.78,33.7,16,1663,250,233900
-117.79,33.7,16,6259,1098,247100
-117.79,33.71,16,3114,463,283200
-117.79,33.71,16,6339,862,313400
-117.79,33.7,6,1593,371,239500
-117.8,33.7,5,1549,378,194000
-117.79,33.7,16,1416,249,227700
-117.79,33.69,15,1875,316,244800
-117.79,33.69,16,3067,396,340000
-117.8,33.69,13,1161,289,333300
-117.8,33.55,38,1757,464,433300
-117.79,33.56,36,2057,329,500001
-117.81,33.56,24,6258,1003,500001
-117.8,33.55,35,2067,428,500001
-117.77,33.6,33,247,80,237500
-117.8,33.53,41,2017,489,500001
-117.78,33.54,29,1421,462,450000
-117.79,33.55,39,5066,1292,452100
-117.75,33.54,21,8711,1544,378200
-117.77,33.51,29,3590,772,500001
-117.77,33.55,28,2024,297,499100
-117.73,33.57,5,11976,2495,194400
-117.86,33.67,16,20,5,450000
-117.82,33.67,15,1010,274,350000
-117.83,33.67,17,2634,641,275000
-117.83,33.66,15,2355,438,272800
-117.83,33.66,16,1574,385,291700
-117.81,33.67,24,3930,661,269000
-117.8,33.66,16,2542,498,223400
-117.81,33.66,16,1414,191,383900
-117.81,33.66,20,2851,490,274200
-117.82,33.66,24,4227,641,278400
-117.84,33.64,11,6840,1689,198300
-117.87,33.61,25,2267,359,500001
-117.86,33.61,15,3191,482,500001
-117.88,33.55,27,2278,316,500001
-117.84,33.6,21,4281,582,500001
-117.86,33.62,23,3166,411,500001
-117.86,33.62,17,2975,371,500001
-117.85,33.62,18,729,105,500001
-117.85,33.61,14,4340,741,500001
-117.85,33.62,13,5192,658,500001
-117.86,33.63,17,3095,551,500001
-117.77,33.54,28,3404,497,500001
-117.76,33.54,28,2250,329,466400
-117.77,33.54,47,3090,652,373700
-117.77,33.53,46,1033,223,384700
-117.8,33.52,50,1152,341,500001
-117.76,33.53,28,3085,499,426100
-117.76,33.53,18,3224,561,391900
-117.76,33.53,24,2105,346,500001
-117.77,33.53,32,3116,661,445600
-117.78,33.51,44,1833,331,500001
-117.73,33.63,15,2874,592,161800
-117.74,33.62,16,4134,740,231400
-117.75,33.64,9,2499,492,182300
-117.72,33.62,21,2322,518,110000
-117.72,33.62,19,1144,268,105800
-117.71,33.61,25,3004,718,80300
-117.72,33.63,15,1362,255,162500
-117.72,33.62,19,5777,1261,86900
-117.73,33.61,16,590,130,186800
-117.74,33.62,16,1889,590,241700
-117.74,33.61,16,2753,576,229800
-117.74,33.61,17,2116,474,180800
-117.75,33.61,17,2499,566,186500
-117.75,33.6,5,4944,1164,255600
-117.75,33.61,16,2270,488,227600
-117.73,33.61,17,2612,582,120600
-117.7,33.61,16,2371,725,322600
-117.7,33.6,26,2283,506,74300
-117.71,33.6,8,3329,753,229800
-117.71,33.6,25,3011,714,74800
-117.72,33.61,26,2033,463,80400
-117.72,33.61,26,2653,621,81100
-117.71,33.61,26,3046,726,74100
-117.71,33.61,26,2280,550,72300
-117.71,33.6,25,1949,459,72500
-117.7,33.6,26,1021,230,80600
-117.7,33.6,25,1321,295,77100
-117.7,33.59,11,8039,1717,190900
-117.84,33.66,5,665,171,230400
-117.84,33.66,5,1688,430,231600
-117.84,33.65,4,1649,456,225000
-117.83,33.66,4,1011,198,296200
-117.83,33.65,9,638,266,187500
-117.83,33.65,8,2149,426,250400
-117.82,33.66,15,2460,447,387500
-117.81,33.63,17,4477,610,410400
-117.82,33.65,18,2105,302,362500
-117.8,33.63,8,32,9,270800
-117.8,33.64,8,4447,713,450400
-117.8,33.63,15,3236,451,493000
-117.82,33.64,18,1974,260,500001
-117.81,33.64,16,2404,349,442100
-117.81,33.64,4,1741,225,500001
-117.88,33.6,31,5488,1055,500001
-117.87,33.6,20,3212,572,500001
-117.87,33.6,35,1598,398,500000
-117.87,33.59,44,2499,396,500001
-117.87,33.6,33,3120,602,500001
-117.86,33.6,30,1891,364,500001
-117.87,33.6,34,3415,779,482900
-117.89,33.6,36,1496,247,500001
-117.9,33.61,41,1521,328,500001
-117.91,33.61,40,2790,531,500001
-117.91,33.6,37,2088,510,500001
-117.92,33.57,37,3355,492,500001
-117.9,33.6,25,2465,585,500001
-117.92,33.61,23,1808,408,500001
-117.91,33.61,38,1232,178,500001
-117.92,33.61,37,1244,173,500001
-117.92,33.61,36,1025,150,500001
-117.91,33.61,36,3082,455,500001
-117.88,33.63,21,9565,2289,345400
-117.89,33.62,24,1016,238,93800
-117.88,33.64,16,3615,570,392200
-117.9,33.61,19,2897,413,500001
-117.89,33.61,16,2413,559,350000
-117.89,33.61,41,1790,361,500001
-117.89,33.61,42,1301,280,500001
-117.89,33.61,44,2126,423,500001
-117.89,33.6,40,1639,352,500001
-117.89,33.61,45,1883,419,500001
-117.9,33.61,44,1469,312,500001
-117.87,33.64,26,3521,455,500001
-117.86,33.65,4,3618,767,500001
-117.87,33.63,9,6163,1004,500001
-117.87,33.62,15,2209,275,500001
-117.87,33.62,8,1266,,500001
-117.88,33.65,24,4879,756,477300
-117.9,33.63,26,4486,554,500001
-117.91,33.63,20,3442,1526,106300
-117.9,33.63,32,3556,521,450700
-117.9,33.63,26,1632,376,455000
-117.9,33.63,28,2370,352,500001
-117.88,33.66,26,6017,1244,295400
-117.89,33.66,33,3595,785,265200
-117.9,33.66,13,1642,423,226000
-117.9,33.65,24,4496,877,245500
-117.89,33.66,32,2736,550,253100
-117.9,33.65,27,3310,598,441100
-117.9,33.64,28,2466,507,339800
-117.9,33.65,28,2043,430,261800
-117.9,33.65,30,2196,486,272300
-117.91,33.65,24,885,321,217900
-117.9,33.65,30,1634,373,284100
-117.91,33.65,17,1328,377,276800
-117.91,33.64,37,1998,472,268400
-117.9,33.64,36,2017,357,310900
-117.91,33.64,29,1652,310,325400
-117.91,33.64,40,1958,333,326100
-117.91,33.63,32,1901,400,311100
-117.92,33.63,34,2479,491,317900
-117.91,33.63,30,2071,412,335700
-117.92,33.64,25,2224,580,268800
-117.91,33.64,38,2222,542,307600
-117.92,33.63,24,1562,441,236400
-117.91,33.63,32,1122,233,407000
-117.92,33.62,37,2038,379,471300
-117.92,33.63,39,1469,226,490800
-117.92,33.62,35,1821,335,458500
-117.91,33.61,27,1797,343,500001
-117.91,33.62,32,1997,427,500001
-117.91,33.62,35,2426,359,500001
-117.92,33.61,18,1538,425,312500
-117.93,33.62,33,1890,416,500001
-117.93,33.62,34,2125,498,484600
-117.94,33.62,28,1765,390,439100
-117.95,33.63,29,1496,282,500001
-117.96,33.6,34,959,230,471400
-117.93,33.61,27,1806,465,366700
-117.93,33.62,37,2204,428,500001
-117.94,33.62,25,1188,264,500001
-117.94,33.65,20,5476,1073,222100
-117.93,33.65,35,2133,413,215200
-117.93,33.64,31,1291,356,185400
-117.94,33.64,18,1867,426,272000
-117.93,33.64,24,1395,396,192900
-117.92,33.64,24,2539,695,188700
-117.94,33.64,24,1097,307,225000
-117.93,33.64,15,1707,514,177800
-117.95,33.63,27,2489,481,358800
-117.95,33.63,27,891,183,381500
-117.93,33.63,10,2766,732,226300
-117.95,33.63,17,6745,1547,271600
-117.91,33.65,19,1589,421,213400
-117.92,33.64,5,949,287,225000
-117.92,33.65,15,1309,477,182500
-117.93,33.65,29,1253,375,225000
-117.91,33.65,24,1494,494,181300
-117.92,33.65,28,1087,423,225400
-117.92,33.65,25,1679,470,211500
-117.92,33.65,20,1391,393,220000
-117.93,33.65,27,1283,406,275000
-117.92,33.68,28,3397,597,244600
-117.93,33.67,27,3512,472,336500
-117.94,33.67,26,2552,314,367000
-117.94,33.66,16,2095,450,224100
-117.94,33.65,15,2016,443,209700
-117.93,33.65,34,2141,425,220100
-117.93,33.69,19,2602,439,263800
-117.93,33.69,26,2822,473,261000
-117.92,33.68,25,2017,454,245600
-117.93,33.68,33,2664,432,264200
-117.94,33.68,26,4183,539,374200
-117.92,33.67,14,6224,1679,430900
-117.93,33.66,18,2043,250,414700
-117.93,33.65,26,5831,1546,213000
-117.91,33.69,30,2704,426,229500
-117.91,33.67,16,7961,2276,218400
-117.9,33.68,25,7060,1159,249200
-117.9,33.67,26,2507,393,266100
-117.89,33.68,26,2905,504,260300
-117.9,33.67,25,639,98,275900
-117.91,33.67,32,3058,562,253500
-117.91,33.66,26,5761,1326,243300
-117.91,33.65,14,2598,759,180900
-117.91,33.66,21,1708,505,193800
-117.9,33.66,22,3568,938,161000
-117.9,33.66,4,456,91,192600
-117.9,33.69,13,9947,1675,316600
-117.87,33.69,4,2337,768,275000
-117.89,33.68,8,5278,1575,181300
-117.88,33.69,20,5330,976,233100
-117.86,33.71,21,1795,406,152800
-117.86,33.71,36,191,42,157500
-117.87,33.71,16,3397,686,155500
-117.87,33.71,13,1087,340,262500
-117.87,33.7,17,3216,607,266400
-117.87,33.7,21,3648,654,246000
-117.88,33.71,27,1596,297,184900
-117.88,33.71,30,1739,359,185200
-117.88,33.71,20,1738,509,245000
-117.88,33.7,18,2135,373,225800
-117.88,33.7,17,5122,1544,116700
-117.88,33.7,24,534,88,240500
-117.88,33.7,16,1505,358,205400
-117.9,33.72,36,443,117,137500
-117.91,33.72,32,2436,504,182100
-117.9,33.72,33,2613,562,180700
-117.9,33.73,31,1171,306,155200
-117.89,33.72,25,4343,847,197800
-117.89,33.72,23,2305,538,183500
-117.88,33.73,32,1947,355,177500
-117.88,33.72,38,1421,300,165300
-117.88,33.72,36,1910,352,170000
-117.9,33.71,16,4208,630,260500
-117.89,33.71,23,1422,260,202400
-117.89,33.71,24,4365,804,233300
-117.9,33.71,16,1917,317,252000
-117.89,33.71,16,1591,225,266300
-117.9,33.71,15,539,71,305200
-117.92,33.7,15,3201,,161700
-117.91,33.71,16,3113,783,145700
-117.89,33.7,13,1857,572,129200
-117.9,33.7,12,4695,1110,190800
-117.9,33.7,15,2289,686,162500
-117.86,33.73,31,1115,268,150500
-117.86,33.72,31,1194,297,157700
-117.87,33.72,39,3167,669,165900
-117.87,33.72,37,2216,497,174000
-117.86,33.72,37,1429,428,150600
-117.86,33.72,32,1461,340,159100
-117.85,33.73,28,1499,574,115000
-117.84,33.73,20,2572,732,175000
-117.84,33.74,22,6072,1802,121400
-117.84,33.74,24,1752,407,134600
-117.84,33.74,25,1818,577,112500
-117.83,33.74,23,1818,522,131500
-117.86,33.75,5,187,49,154200
-117.86,33.75,31,1761,515,173400
-117.86,33.75,6,1565,599,123200
-117.86,33.76,15,851,297,117500
-117.85,33.74,19,1248,357,159800
-117.85,33.75,27,2311,632,171400
-117.86,33.74,9,525,171,165300
-117.86,33.74,32,691,151,175900
-117.85,33.74,26,2589,1003,170800
-117.86,33.73,23,407,108,177400
-117.86,33.73,30,2651,572,182100
-117.86,33.73,26,1702,456,180200
-117.87,33.74,31,2338,652,158500
-117.87,33.73,45,2264,,177000
-117.87,33.74,52,2411,526,172500
-117.86,33.74,38,2415,642,165600
-117.86,33.73,38,2284,511,159100
-117.86,33.74,34,2254,630,162500
-117.89,33.73,33,1308,375,177400
-117.9,33.73,32,2930,833,164100
-117.9,33.73,30,746,172,166400
-117.88,33.73,33,2291,594,163500
-117.88,33.73,36,2471,498,170500
-117.89,33.75,31,1205,280,139200
-117.89,33.74,32,1562,365,158400
-117.89,33.74,34,1759,353,160600
-117.9,33.75,28,1346,291,159500
-117.9,33.74,19,1566,379,180400
-117.9,33.74,18,1884,442,166700
-117.91,33.74,25,4273,965,183200
-117.91,33.73,26,2413,512,179900
-117.9,33.73,26,1324,314,178500
-117.9,33.74,24,2932,955,111000
-117.9,33.74,25,808,163,173100
-117.9,33.74,24,1435,494,151700
-117.89,33.74,32,660,145,159000
-117.89,33.74,33,619,139,154400
-117.89,33.73,32,728,134,163900
-117.88,33.75,10,1823,590,151800
-117.88,33.74,29,720,174,151900
-117.88,33.74,16,1444,446,159400
-117.88,33.74,31,1120,296,140300
-117.87,33.74,16,1243,365,158900
-117.88,33.74,19,2261,642,148500
-117.88,33.74,25,1799,557,163500
-117.87,33.76,6,2992,1194,183300
-117.87,33.75,14,5526,1916,144400
-117.87,33.75,18,697,255,162500
-117.86,33.75,39,275,87,158000
-117.86,33.75,13,1632,598,137500
-117.87,33.75,12,2782,1077,102500
-117.87,33.75,26,411,114,350000
-117.88,33.76,37,2988,677,235500
-117.88,33.76,17,1768,474,205300
-117.88,33.75,50,1344,228,195400
-117.88,33.75,34,3004,673,187200
-117.9,33.76,26,2678,702,176800
-117.9,33.75,32,1893,431,163000
-117.89,33.76,36,2656,572,177200
-117.89,33.75,34,2753,654,170100
-117.88,33.78,26,1813,421,187500
-117.88,33.77,31,2549,355,288800
-117.88,33.78,26,3141,670,237400
-117.89,33.77,32,2342,570,195000
-117.89,33.77,35,1799,343,189600
-117.89,33.76,34,1050,210,192700
-117.87,33.77,52,2512,356,320300
-117.87,33.76,37,4943,851,311300
-117.86,33.77,39,4159,655,240300
-117.86,33.76,34,3153,561,205300
-117.84,33.76,14,1458,423,218800
-117.85,33.76,26,2312,525,204700
-117.84,33.76,16,238,51,215700
-117.84,33.76,22,378,78,219400
-117.84,33.75,16,4367,1161,139500
-117.85,33.76,33,1866,327,213800
-117.84,33.77,14,4412,952,206500
-117.85,33.77,23,5928,1204,233100
-117.84,33.77,26,3350,581,249100
-117.84,33.76,26,2110,409,229600
-117.83,33.75,22,6433,1174,296400
-117.82,33.75,30,2910,535,236500
-117.82,33.75,24,893,209,146500
-117.82,33.74,25,2720,680,137800
-117.83,33.75,34,2660,601,210200
-117.81,33.75,23,3498,636,252200
-117.8,33.74,30,3569,551,247200
-117.81,33.73,19,5471,1345,252800
-117.81,33.74,24,2696,649,216900
-117.81,33.73,19,4022,975,140600
-117.81,33.73,23,3056,556,234200
-117.82,33.73,23,2542,772,137000
-117.82,33.73,24,845,190,225000
-117.82,33.73,27,1270,258,223000
-117.83,33.74,23,6114,1623,183600
-117.83,33.73,20,5768,1597,160400
-117.8,33.76,27,2655,345,366800
-117.79,33.76,25,2037,252,487200
-117.79,33.75,26,2893,345,500001
-117.79,33.75,26,2955,377,500001
-117.8,33.75,29,3058,488,286600
-117.8,33.74,33,2890,453,290200
-117.81,33.75,25,2365,471,227800
-117.79,33.77,23,3596,451,451300
-117.79,33.77,21,4349,553,439000
-117.78,33.76,25,2260,261,500001
-117.78,33.78,6,9792,1283,481500
-117.76,33.79,4,8974,1268,374000
-117.77,33.76,19,3532,402,500001
-117.82,33.77,32,2308,301,324600
-117.83,33.77,22,2956,642,203200
-117.83,33.77,26,4931,853,285400
-117.82,33.76,27,3230,449,287800
-117.82,33.77,27,2578,314,359200
-117.82,33.76,33,2774,428,265600
-117.81,33.76,32,2053,339,281800
-117.8,33.77,29,5436,707,349500
-117.81,33.77,31,4624,624,334600
-117.81,33.83,8,7326,884,477100
-117.83,33.83,13,3759,489,377600
-117.83,33.83,23,2775,547,231400
-117.82,33.8,15,3207,647,165600
-117.83,33.79,29,1454,236,218100
-117.82,33.79,26,2641,633,222300
-117.83,33.8,30,4713,758,221000
-117.83,33.8,31,2016,409,196000
-117.84,33.79,37,2733,460,235700
-117.83,33.79,25,2070,513,220100
-117.84,33.79,34,2590,603,199600
-117.84,33.78,26,2577,434,229200
-117.84,33.78,24,3817,787,248000
-117.81,33.79,23,3114,610,211900
-117.82,33.78,25,4977,645,318500
-117.81,33.78,27,3589,507,270500
-117.82,33.78,28,4485,667,274700
-117.81,33.82,20,2819,319,500001
-117.8,33.83,17,2971,350,500001
-117.82,33.82,22,3173,372,500001
-117.81,33.81,19,3154,390,431800
-117.81,33.82,22,2898,335,500001
-117.82,33.81,19,2556,304,456900
-117.83,33.82,26,3259,456,267600
-117.83,33.82,23,1100,285,150000
-117.83,33.81,24,3550,895,225600
-117.82,33.81,25,2662,402,244000
-117.83,33.81,28,1972,315,234200
-117.82,33.81,30,2260,345,236700
-117.85,33.79,46,1846,383,200000
-117.85,33.79,52,2102,403,236800
-117.86,33.79,31,3523,922,146400
-117.85,33.79,52,1963,430,211000
-117.85,33.78,23,3187,870,212100
-117.86,33.78,25,2635,660,215000
-117.85,33.77,16,2186,511,225000
-117.85,33.79,40,1251,336,236400
-117.86,33.79,34,1883,408,187500
-117.86,33.78,21,2713,731,178800
-117.87,33.78,21,2487,573,168500
-117.87,33.78,19,2813,567,173500
-117.87,33.78,30,2022,522,186000
-117.86,33.8,35,1683,347,190400
-117.86,33.79,42,1024,191,194500
-117.87,33.79,25,2546,545,219900
-117.88,33.79,32,1484,295,190300
-117.89,33.78,16,6352,1747,193800
-117.9,33.78,25,10336,2596,197900
-117.85,33.84,26,2095,280,271700
-117.86,33.84,19,1725,392,159400
-117.85,33.84,17,2830,502,247300
-117.85,33.83,26,1904,292,232400
-117.86,33.83,23,2377,403,227100
-117.84,33.84,23,4388,864,219400
-117.86,33.8,34,1793,480,153100
-117.85,33.81,26,4186,767,248100
-117.85,33.81,32,1766,322,234500
-117.85,33.8,34,1593,283,216700
-117.85,33.8,40,1461,286,194100
-117.84,33.81,26,5574,1025,244900
-117.84,33.8,35,1490,251,222100
-117.84,33.8,34,2004,331,230600
-117.86,33.82,9,1682,291,230900
-117.84,33.82,24,10281,1689,251200
-117.84,33.84,23,6157,1129,232600
-117.89,33.84,35,3315,744,182800
-117.89,33.83,35,2984,446,200800
-117.9,33.83,33,3065,611,211800
-117.89,33.82,21,1591,298,179100
-117.89,33.8,38,51,12,187500
-117.89,33.82,24,1268,210,216200
-117.89,33.82,18,3197,809,140500
-117.87,33.81,15,3082,536,280100
-117.87,33.84,10,3381,729,235400
-117.88,33.84,26,1499,290,238500
-117.88,33.84,31,3301,712,223800
-117.87,33.83,27,2287,,231000
-117.88,33.83,22,3522,543,241200
-117.88,33.83,25,1785,248,266700
-117.88,33.82,17,2247,705,225000
-117.88,33.82,26,1783,298,232000
-117.87,33.82,26,2435,346,249400
-117.88,33.85,26,3924,781,223900
-117.88,33.85,34,1127,185,224700
-117.88,33.84,34,1410,214,213900
-117.88,33.84,33,1526,237,225000
-117.9,33.85,31,3413,764,187100
-117.9,33.85,35,1756,328,193500
-117.89,33.85,18,2036,414,273000
-117.9,33.85,32,1605,314,186200
-117.89,33.85,13,1583,474,201300
-117.9,33.84,31,2043,468,187400
-117.89,33.84,33,1587,374,195100
-117.88,33.85,25,1234,351,225000
-117.88,33.84,25,1781,349,262700
-117.87,33.84,23,1678,369,237300
-117.87,33.84,25,1928,414,231400
-117.87,33.84,16,1545,354,139000
-117.87,33.84,17,2395,410,249200
-117.85,33.85,17,4678,1065,254100
-117.86,33.85,17,1131,236,158500
-117.92,33.85,38,2082,532,166100
-117.92,33.84,45,2019,394,223000
-117.92,33.85,44,1231,258,170100
-117.91,33.85,35,932,258,156700
-117.91,33.84,35,1244,324,175400
-117.91,33.85,22,1178,289,180000
-117.91,33.84,29,1570,482,162500
-117.93,33.85,27,1962,544,118100
-117.94,33.85,26,1888,429,168600
-117.93,33.85,33,2489,546,178400
-117.93,33.85,31,2149,465,183900
-117.93,33.85,25,1026,288,163900
-117.93,33.85,36,2147,416,196900
-117.94,33.85,37,588,121,186200
-117.93,33.84,23,2870,653,189900
-117.95,33.85,13,6963,1426,203500
-117.96,33.85,35,1175,191,189200
-117.97,33.85,30,2513,476,182900
-117.96,33.85,36,1951,365,185700
-117.95,33.84,32,1378,492,183700
-117.95,33.84,19,1749,406,173400
-117.95,33.84,34,1229,215,180000
-117.94,33.84,25,4016,831,135400
-117.94,33.84,28,604,207,182100
-117.98,33.85,23,2089,377,181500
-117.98,33.84,33,2291,439,191100
-117.98,33.84,35,984,179,189600
-117.97,33.85,45,818,147,170700
-117.96,33.84,31,2265,537,186300
-117.97,33.84,34,874,153,186800
-117.97,33.84,35,793,128,190200
-117.97,33.84,25,2471,518,191700
-117.97,33.84,18,1063,209,219000
-117.99,33.84,31,2982,547,255500
-117.97,33.83,16,2035,564,187500
-117.98,33.84,31,1252,225,220700
-117.98,33.83,17,3506,992,185800
-118,33.82,21,2253,580,204700
-118.01,33.82,31,1960,380,225900
-118.01,33.83,24,4639,1374,202300
-118.01,33.83,23,1086,268,219600
-118,33.83,26,1718,385,196100
-118,33.83,24,2578,580,212500
-118,33.82,18,2947,559,224800
-117.99,33.83,25,3434,835,199000
-117.99,33.82,19,1991,528,252100
-117.99,33.83,35,1484,252,191400
-117.99,33.82,33,2342,475,215500
-117.98,33.83,17,3419,932,228500
-117.98,33.82,34,1038,175,200000
-117.98,33.82,34,1290,220,218100
-117.98,33.83,32,1133,166,230800
-117.97,33.83,22,3310,688,200900
-117.97,33.82,26,2335,504,205200
-117.97,33.82,26,4013,985,197700
-117.96,33.83,30,2838,649,197400
-117.96,33.83,18,2067,770,137500
-117.96,33.83,29,1194,176,298900
-117.95,33.84,18,3418,815,171400
-117.94,33.83,20,812,192,350000
-117.95,33.83,31,2421,389,217800
-117.94,33.82,34,1347,212,215400
-117.94,33.82,27,1366,326,196900
-117.95,33.82,29,2929,640,213200
-117.95,33.83,35,1107,207,216700
-117.96,33.83,34,982,148,220800
-117.95,33.83,36,1380,237,210900
-117.93,33.83,32,1792,411,186300
-117.92,33.82,36,2360,405,187200
